sku,producto,categoria,precio,precio_lista,stock,url,descripcion
5930,Azucar Azucel 1 Kilo,337,232.99,232.99,5903,https://www.hiperlibertad.com.ar/azucar-azucel-1-kilo/p,Azucar Azucel 1 Kilo
31074,GALLETAS OREO ORIGINAL VEGGIE X 118 Gr,341,225.0,225.0,272,https://www.hiperlibertad.com.ar/galletas-oreo-original-veggie-x-118-gr/p,GALLETAS OREO ORIGINAL VEGGIE X 118 Gr
30078,PAPEL HIGIENICO HIGIENOL EXPORT HOJA SIMPLE 30 Mts x 4 U,516,356.0,356.0,2833,https://www.hiperlibertad.com.ar/papel-higienico-higienol-export-hoja-simple-30-mts-x-4-u/p,PAPEL HIGIENICO HIGIENOL EXPORT HOJA SIMPLE 30 Mts x 4 U
27614,PH.HIGIENOL.PETALOS DHX4UX30M,516,488.0,488.0,4160,https://www.hiperlibertad.com.ar/ph-higienol-petalos-dhx4ux30m/p,PH.HIGIENOL.PETALOS DHX4UX30M
17582,MILANESA DE NALGA DE NOVILLO x 500 g,588,511.2,639.0,625,https://www.hiperlibertad.com.ar/milanesa-de-nalga-de-novillo-x-500-g/p,MILANESA DE NALGA DE NOVILLO x 500 g
4489,Leche Entera UAT MANFREY Larga Vida 1 L,399,199.49,199.49,12969,https://www.hiperlibertad.com.ar/leche-entera-uat-manfrey-larga-vida-1-l/p,Leche Entera UAT MANFREY Larga Vida 1 L
8250,Leche Parcialmente Descremada UAT MANFREY Larga Vida 1 L,399,199.49,199.49,7556,https://www.hiperlibertad.com.ar/leche-parcialmente-descremada-uat-manfrey-larga-vida-1-l/p,Leche Parcialmente Descremada UAT MANFREY Larga Vida 1 L
7430,Galletitas Mediatarde 321 Gr,342,123.07,123.07,1857,https://www.hiperlibertad.com.ar/galletitas-mediatarde-321-gr/p,Galletitas Mediatarde 321 Gr
7428,Rollo de Cocina Campanita Classic 3 unid. x 50 paños,517,361.99,361.99,3896,https://www.hiperlibertad.com.ar/rollo-de-cocina-campanita-classic-3-unid-x-50-pa-os/p,Rollo de Cocina Campanita Classic 3 unid. x 50 paños
4019,HARINA CANUELAS 000 X1KG,357,166.99,166.99,887,https://www.hiperlibertad.com.ar/harina-000-ca-uelas-1kg/p,HARINA CANUELAS 000 X1KG
3893,"Gaseosa Coca-Cola Sabor Original 2,5 Lt",22,477.0,477.0,622,https://www.hiperlibertad.com.ar/gaseosa-coca-cola-sabor-original-2-5-lt-2/p,"Gaseosa Coca Cola 2,5 lt"
36679,MOSTAZA SAVORA ORIGINAL X 500 Gr,322,368.99,368.99,1395,https://www.hiperlibertad.com.ar/mostaza-savora-original-x-500-gr/p,MOSTAZA SAVORA ORIGINAL X 500 Gr
36086,CHOCLO AMARILLO TARRAGONA EN GRANOS X 340 Gr,332,209.99,209.99,85,https://www.hiperlibertad.com.ar/choclo-amarillo-tarragona-en-granos-x-340-gr/p,CHOCLO AMARILLO TARRAGONA EN GRANOS X 340 Gr
34702,INSECTICIDA RAID MATA MOSCAS Y MOSQUITOS SIN OLOR AEROSOL X 360 CC,490,495.84,495.84,185,https://www.hiperlibertad.com.ar/insecticida-raid-mata-moscas-y-mosquitos-sin-olor-aerosol-x-360-cc/p,INSECTICIDA RAID MATA MOSCAS Y MOSQUITOS SIN OLOR AEROSOL X 360 CC
37252,GALLETAS SURTIDO BAGLEY X 390 Gr,341,416.03,416.03,4724,https://www.hiperlibertad.com.ar/galletas-surtido-bagley-x-390-gr/p,GALLETAS SURTIDO BAGLEY X 390 Gr
37186,LOMO DE ATUN AL NATURAL LA CAMPAGNOLA X 170 Gr,334,569.0,569.0,1440,https://www.hiperlibertad.com.ar/lomo-de-atun-al-natural-la-campagnola-x-170-gr/p,LOMO DE ATUN AL NATURAL LA CAMPAGNOLA X 170 Gr
29379,GALLETAS PEPITOS REGULAR X 119 Gr,341,261.99,261.99,47,https://www.hiperlibertad.com.ar/galletas-pepitos-regular-x-119-gr/p,GALLETAS PEPITOS REGULAR X 119 Gr
31282,ARVEJAS TAEQ SECAS REMOJADAS X 300 Gr,332,87.92,87.92,1900,https://www.hiperlibertad.com.ar/arvejas-taeq-secas-remojadas-x-300-gr/p,ARVEJAS TAEQ SECAS REMOJADAS X 300 Gr
24199,COMBO FERNET BRANCA X 750 ML + COCA COLA REGULAR X 2.5 LTS,22,2010.0,2010.0,968,https://www.hiperlibertad.com.ar/combo-fernet-branca-x750ml-cocacola-regular-x2-5lts/p,COMBO FERNET BRANCA X 750 ML + COCA COLA REGULAR X 2.5 LTS
24629,CAFE NESCAFE DOLCA CLASICO MAS AROMA X 170 Gr,339,659.0,659.0,401,https://www.hiperlibertad.com.ar/cafe-nescafe-dolca-clasico-aroma-x-170-gr/p,CAFE NESCAFE DOLCA CLASICO MAS AROMA X 170 Gr
24628,CAFE NESCAFE DOLCA SUAVE MAS AROMA X 170 Gr,339,659.0,659.0,245,https://www.hiperlibertad.com.ar/cafe-nescafe-dolca-suave-aroma-x-170-gr-2/p,CAFE NESCAFE DOLCA SUAVE MAS AROMA X 170 Gr
23528,BANANA X 1 Kg,555,399.0,399.0,20,https://www.hiperlibertad.com.ar/banana-x-kg-ecomm/p,BANANA X 1 Kg
23494,FIAMBRE FELA PARA EMPAREDADOS X 200 Gr,580,155.9,155.9,522,https://www.hiperlibertad.com.ar/fiambre-fela-para-emparedados-x-200-gr/p,FIAMBRE FELA PARA EMPAREDADOS X 200 Gr
25842,PH.ELITE.EXTRA SHX6UX30M.-,516,512.99,512.99,465,https://www.hiperlibertad.com.ar/ph-elite-extra-shx6ux30m/p,PH.ELITE.EXTRA SHX6UX30M.-
17357,PAPA CEPILLADA x 1 kg,560,379.0,379.0,109,https://www.hiperlibertad.com.ar/papa-cepillada-x-1-kg/p,PAPA CEPILLADA x 1 kg
17347,CEBOLLA x 500 g,560,189.5,189.5,87,https://www.hiperlibertad.com.ar/cebolla-x-500-g/p,CEBOLLA x 500 g
17579,COSTELETA DE CERDO x 500 g,589,569.0,569.0,249,https://www.hiperlibertad.com.ar/costeleta-de-cerdo-x-500-g/p,COSTELETA DE CERDO x 500 g
17612,"POLLO FRESCO X UN. (APROX. 2,5KG)",590,1047.5,1047.5,66,https://www.hiperlibertad.com.ar/pollo-fresco-x-un-aprox-2-5kg/p,"POLLO FRESCO X UN. (APROX. 2,5KG)"
