sku,producto,categoria,precio,precio_lista,stock,url,descripcion
3893,"Gaseosa Coca-Cola Sabor Original 2,5 Lt",22,477.0,477.0,195,https://www.hiperlibertad.com.ar/gaseosa-coca-cola-sabor-original-2-5-lt-2/p,"Gaseosa Coca Cola 2,5 lt"
2110,"Gaseosa Coca-Cola Sabor Original 1,5 Lt",22,320.0,320.0,582,https://www.hiperlibertad.com.ar/gaseosa-coca-cola-sabor-original-1-5-lt/p,"Nada supera el sabor de una Coca-Cola. Diseñado para acompañar cada momento, el sabor de la Coca-Cola es un clásico que perdura desde hace más de 130 años. Deliciosa y refrescante."
24199,COMBO FERNET BRANCA X 750 ML + COCA COLA REGULAR X 2.5 LTS,22,2010.0,2010.0,60,https://www.hiperlibertad.com.ar/combo-fernet-branca-x750ml-cocacola-regular-x2-5lts/p,COMBO FERNET BRANCA X 750 ML + COCA COLA REGULAR X 2.5 LTS
1930,Cerveza Quilmes Clásica 473Cc x 6,16,1488.0,1488.0,161,https://www.hiperlibertad.com.ar/cerveza-quilmes-clasica-473cc-x-6/p,"Cerveza lager argentina, elaborada con ingredientes nacionales. Con equilibrio entre el suave amargor del lúpulo y el sabor del cereal."
1204,"Gaseosa Coca-Cola Sin Azúcar 1,5 Lt",22,287.0,287.0,427,https://www.hiperlibertad.com.ar/gaseosa-coca-cola-sin-az-car-1-5-lt/p,"Nada supera el sabor de una Coca-Cola. Diseñado para acompañar cada momento, el sabor de la Coca-Cola es un clásico que perdura desde hace más de 130 años. Tan rica, que es muy difícil diferenciarla de la original."
31074,GALLETAS OREO ORIGINAL VEGGIE X 118 Gr,341,225.0,225.0,4,https://www.hiperlibertad.com.ar/galletas-oreo-original-veggie-x-118-gr/p,GALLETAS OREO ORIGINAL VEGGIE X 118 Gr
24867,CERVEZA STELLA ARTOIS SIXPACK 473 CC,16,1708.7,2441.0,16,https://www.hiperlibertad.com.ar/cerveza-stella-artois-sixpack-473cc/p,CERVEZA STELLA ARTOIS SIXPACK 473 CC
8250,Leche Parcialmente Descremada UAT MANFREY Larga Vida 1 L,399,199.49,199.49,90,https://www.hiperlibertad.com.ar/leche-parcialmente-descremada-uat-manfrey-larga-vida-1-l/p,Leche Parcialmente Descremada UAT MANFREY Larga Vida 1 L
12970,Gaseosa Sprite Lima-Limón 1 Lt,23,183.99,183.99,76,https://www.hiperlibertad.com.ar/gaseosa-sprite-lima-lim-n-1-lt/p,"Sprite te invita a Mantenerte Fresco, y es la gaseosa sabor lima-limón. Sprite es refrescante, transparente con una personalidad auténtica, honesta e irreverente. Es ideal para esos momentos en los que quieres saciar tu sed y buscas una bebida con un sabor diferente, cuando estas solo, con amigos o familia, acompañar tus comidas y refrescar la rutina de todos los días. Y esta disponible sus versiones con y sin azúcar."
3514,"Gaseosa Coca-Cola Sin Azúcar 2,5 Lt",22,477.0,477.0,712,https://www.hiperlibertad.com.ar/gaseosa-coca-cola-sin-az-car-2-5-lt/p,"Nada supera el sabor de una Coca-Cola. Diseñado para acompañar cada momento, el sabor de la Coca-Cola es un clásico que perdura desde hace más de 130 años. Tan rica, que es muy difícil diferenciarla de la original."
1447,"Gaseosa Schweppes Sin Azúcar Pomelo 2,25 Lt",25,429.99,429.99,135,https://www.hiperlibertad.com.ar/gaseosa-schweppes-sin-az-car-pomelo-2-25-lt/p,"Schweppes es una gaseosa para adultos con un sabor único, con carácter y sutiles burbujas y muy refrescante. Ideal para disfrutar sus distintos sabores en ocasiones sociales y de disfrute, para explorar y saborear las experiencias de la vida."
3875,AZUCAR CLASICA LEDESMA X1KG5,337,231.05,231.05,7,https://www.hiperlibertad.com.ar/azucar-ledesma-clasica-1-kg/p,AZUCAR CLASICA LEDESMA X1KG5
7430,Galletitas Mediatarde 321 Gr,342,123.07,123.07,13,https://www.hiperlibertad.com.ar/galletitas-mediatarde-321-gr/p,Galletitas Mediatarde 321 Gr
2561,Aceite De Girasol Cañuelas 900 Cc,308,278.0,278.0,68,https://www.hiperlibertad.com.ar/aceite-de-girasol-canuelas-900-cc/p,Aceite De Girasol Cañuelas 900 Cc.
2552,"Gaseosa Fanta Naranja 1,5 Lt",24,320.0,320.0,54,https://www.hiperlibertad.com.ar/gaseosa-fanta-naranja-1-5-lt/p,"Fanta te invita a que descubras y pruebes cual es tu verdadero sabor. Fanta es una gaseosa frutal, rica, indulgente y divertida que te entrega una experiencia sensorial increíble con su sabor, aroma, burbujas y colores vibrantes. Fanta te invita convertir la rutina en momentos de diversión y por ello es ideal para esos momentos que buscas sabores diferente, cuando estas solo, con amigos o familia, acompañar tus comidas y tomar y comer algo rápido y rico."
3710,"Gaseosa Fanta Naranja 2,25 Lt",24,429.99,429.99,94,https://www.hiperlibertad.com.ar/gaseosa-fanta-naranja-2-25-lt/p,"Fanta te invita a que descubras y pruebes cual es tu verdadero sabor. Fanta es una gaseosa frutal, rica, indulgente y divertida que te entrega una experiencia sensorial increíble con su sabor, aroma, burbujas y colores vibrantes. Fanta te invita convertir la rutina en momentos de diversión y por ello es ideal para esos momentos que buscas sabores diferente, cuando estas solo, con amigos o familia, acompañar tus comidas y tomar y comer algo rápido y rico."
35777,KETCHUP HELLMANNS X 250 Gr,321,280.99,280.99,25,https://www.hiperlibertad.com.ar/ketchup-hellmanns-x-250-gr/p,KETCHUP HELLMANNS X 250 Gr
29698,MAYONESA HELLMANNS CLASICA X 475 Gr,320,306.99,306.99,31,https://www.hiperlibertad.com.ar/mayonesa-hellmanns-clasica-x-475-gr/p,MAYONESA HELLMANNS CLASICA X 475 Gr
30192,MAYONESA HELLMANNS CLASICA X 237 Gr,320,172.99,172.99,72,https://www.hiperlibertad.com.ar/mayonesa-hellmanns-clasica-x-237-gr/p,MAYONESA HELLMANNS CLASICA X 237 Gr
27614,PH.HIGIENOL.PETALOS DHX4UX30M,516,488.0,488.0,200,https://www.hiperlibertad.com.ar/ph-higienol-petalos-dhx4ux30m/p,PH.HIGIENOL.PETALOS DHX4UX30M
24537,LAV MAGIST LIMON CREM BIO 300,503,215.99,215.99,51,https://www.hiperlibertad.com.ar/detergente-lavavajilla-magistral-limon-cremoso-bio-x-300-ml/p,LAV MAGIST LIMON CREM BIO 300
20507,TANG NAR DURAZ VITC+D 18 G,31,50.0,50.0,148,https://www.hiperlibertad.com.ar/jugo-tang-vitamina-c-d-naranja-durazno-x-1u/p,TANG NAR DURAZ VITC+D 18 G
20452,TANG NAR MANGO VITC+D 18G,31,50.0,50.0,138,https://www.hiperlibertad.com.ar/jugo-tang-vitamina-c-d-naranja-mango-x-1u/p,TANG NAR MANGO VITC+D 18G
22357,CLIGHT NAR MANGO VITC+D 7G,31,58.99,58.99,75,https://www.hiperlibertad.com.ar/clight-nar-mango-vitc-d-7g/p,CLIGHT NAR MANGO VITC+D 7G
17579,COSTELETA DE CERDO x 500 g,589,569.0,569.0,125,https://www.hiperlibertad.com.ar/costeleta-de-cerdo-x-500-g/p,COSTELETA DE CERDO x 500 g
17602,COSTILLA DE NOVILLO x 1 kg,588,829.0,829.0,217,https://www.hiperlibertad.com.ar/costilla-de-novillo-x-1-kg/p,COSTILLA DE NOVILLO x 1 kg
17612,"POLLO FRESCO X UN. (APROX. 2,5KG)",590,1047.5,1047.5,323,https://www.hiperlibertad.com.ar/pollo-fresco-x-un-aprox-2-5kg/p,"POLLO FRESCO X UN. (APROX. 2,5KG)"
18109,GALLETAS MACUCAS 110G,341,117.66,117.66,5,https://www.hiperlibertad.com.ar/galletas-macucas-110g/p,GALLETAS MACUCAS 110G
1396,Cerveza Andes Origen IPA 473ml x6,19,1915.99,1915.99,6,https://www.hiperlibertad.com.ar/cerveza-andes-origen-ipa-473ml-x6/p,Andes Origen IPA es una cerveza rubia de amargor moderado con un aroma intenso a lúpulo.
1374,Cerveza rubia Schneider 710 Cc,16,365.99,365.99,1,https://www.hiperlibertad.com.ar/cerveza-rubia-schneider-710-cc/p,Cerveza rubia Schneider 710 Cc
1089,Cerveza Andes Origen Roja 473ml x6,17,2023.99,2023.99,3,https://www.hiperlibertad.com.ar/cerveza-andes-origen-roja-473ml-x6/p,"Andes Origen Roja es una cerveza de receta mendocina. Se recomienda servir en copa. Está hecha con pura malta tostada a fuego lento, que ofrece colores y texturas bien distintivas. Probalas, hay una rubia, una roja y una negra."
2482,Cerveza Andes Origen Negra 473ml x6,16,1915.99,1915.99,5,https://www.hiperlibertad.com.ar/cerveza-andes-origen-negra-473ml-x6/p,"Andes Origen Negra es una cerveza de receta mendocina. Se recomienda servir en copa. Está hecha con pura malta tostada a fuego lento, que ofrece colores y texturas bien distintivas. Probalas, hay una rubia, una roja y una negra."
1115,Cerveza Andes Origen Rubia 473Cc x6,16,1920.99,1920.99,12,https://www.hiperlibertad.com.ar/cerveza-andes-origen-rubia-473cc-x6/p,"Andes Origen Rubia es una cerveza de receta mendocina. Se recomienda servir en copa. Está hecha con pura malta tostada a fuego lento, que ofrece colores y texturas bien distintivas. Probalas, hay una rubia, una roja y una negra."
