sku,producto,categoria,precio,precio_lista,stock,url,descripcion
31074,GALLETAS OREO ORIGINAL VEGGIE X 118 Gr,341,225.0,225.0,215,https://www.hiperlibertad.com.ar/galletas-oreo-original-veggie-x-118-gr/p,GALLETAS OREO ORIGINAL VEGGIE X 118 Gr
17582,MILANESA DE NALGA DE NOVILLO x 500 g,588,511.2,639.0,280,https://www.hiperlibertad.com.ar/milanesa-de-nalga-de-novillo-x-500-g/p,MILANESA DE NALGA DE NOVILLO x 500 g
17611,SUPREMA DE POLLO FRESCA X 1 KG,590,799.2,999.0,462,https://www.hiperlibertad.com.ar/suprema-de-pollo-fresca-x-1-kg/p,SUPREMA DE POLLO FRESCA X 1 KG
10350,Aceite Pureza Girasol 900 cc,308,665.99,665.99,280,https://www.hiperlibertad.com.ar/aceite-pureza-girasol-900-cc/p,Aceite Pureza Girasol 900 cc
4489,Leche Entera UAT MANFREY Larga Vida 1 L,399,199.49,199.49,7480,https://www.hiperlibertad.com.ar/leche-entera-uat-manfrey-larga-vida-1-l/p,Leche Entera UAT MANFREY Larga Vida 1 L
5930,Azucar Azucel 1 Kilo,337,232.99,232.99,2300,https://www.hiperlibertad.com.ar/azucar-azucel-1-kilo/p,Azucar Azucel 1 Kilo
36679,MOSTAZA SAVORA ORIGINAL X 500 Gr,322,368.99,368.99,1984,https://www.hiperlibertad.com.ar/mostaza-savora-original-x-500-gr/p,MOSTAZA SAVORA ORIGINAL X 500 Gr
36514,GALLETAS CHOCOLINAS CHOCOLATE X 262 Gr,341,339.34,339.34,2874,https://www.hiperlibertad.com.ar/galletas-chocolinas-chocolate-x-262-gr/p,GALLETAS CHOCOLINAS CHOCOLATE X 262 Gr
34702,INSECTICIDA RAID MATA MOSCAS Y MOSQUITOS SIN OLOR AEROSOL X 360 CC,490,495.84,495.84,348,https://www.hiperlibertad.com.ar/insecticida-raid-mata-moscas-y-mosquitos-sin-olor-aerosol-x-360-cc/p,INSECTICIDA RAID MATA MOSCAS Y MOSQUITOS SIN OLOR AEROSOL X 360 CC
35777,KETCHUP HELLMANNS X 250 Gr,321,280.99,280.99,401,https://www.hiperlibertad.com.ar/ketchup-hellmanns-x-250-gr/p,KETCHUP HELLMANNS X 250 Gr
37186,LOMO DE ATUN AL NATURAL LA CAMPAGNOLA X 170 Gr,334,569.0,569.0,1029,https://www.hiperlibertad.com.ar/lomo-de-atun-al-natural-la-campagnola-x-170-gr/p,LOMO DE ATUN AL NATURAL LA CAMPAGNOLA X 170 Gr
31282,ARVEJAS TAEQ SECAS REMOJADAS X 300 Gr,332,87.92,87.92,224,https://www.hiperlibertad.com.ar/arvejas-taeq-secas-remojadas-x-300-gr/p,ARVEJAS TAEQ SECAS REMOJADAS X 300 Gr
27614,PH.HIGIENOL.PETALOS DHX4UX30M,516,488.0,488.0,2039,https://www.hiperlibertad.com.ar/ph-higienol-petalos-dhx4ux30m/p,PH.HIGIENOL.PETALOS DHX4UX30M
23528,BANANA X 1 Kg,555,399.0,399.0,499,https://www.hiperlibertad.com.ar/banana-x-kg-ecomm/p,BANANA X 1 Kg
23514,QUESO DAMBO TREGARX250GR,577,325.9,325.9,5,https://www.hiperlibertad.com.ar/queso-dambo-tregarx250gr/p,QUESO DAMBO TREGARX250GR
23431,JAMON COCIDO LARIO X200G,580,333.9,333.9,864,https://www.hiperlibertad.com.ar/jamon-cocido-lario-x200g/p,JAMON COCIDO LARIO X200G
25842,PH.ELITE.EXTRA SHX6UX30M.-,516,512.99,512.99,913,https://www.hiperlibertad.com.ar/ph-elite-extra-shx6ux30m/p,PH.ELITE.EXTRA SHX6UX30M.-
17347,CEBOLLA x 500 g,560,189.5,189.5,1028,https://www.hiperlibertad.com.ar/cebolla-x-500-g/p,CEBOLLA x 500 g
17368,PERA x 1 kg,556,299.0,299.0,62,https://www.hiperlibertad.com.ar/pera-x-1-kg/p,PERA x 1 kg
17579,COSTELETA DE CERDO x 500 g,589,569.0,569.0,355,https://www.hiperlibertad.com.ar/costeleta-de-cerdo-x-500-g/p,COSTELETA DE CERDO x 500 g
17612,"POLLO FRESCO X UN. (APROX. 2,5KG)",590,1047.5,1047.5,811,https://www.hiperlibertad.com.ar/pollo-fresco-x-un-aprox-2-5kg/p,"POLLO FRESCO X UN. (APROX. 2,5KG)"
17617,QUESO CREMOSO LA PAULINA X 500 G,576,665.9,665.9,866,https://www.hiperlibertad.com.ar/queso-cremoso-la-paulina-x-500-g/p,QUESO CREMOSO LA PAULINA X 500 G
16775,Yogur La serenisima Clásico Entero Batido Vainilla 120 grs,533,68.19,68.19,3,https://www.hiperlibertad.com.ar/yogur-la-serenisima-clasico-entero-batido-vainilla-120-grs/p,Yogur La serenisima Clásico Entero Batido Vainilla 120 grs
8250,Leche Parcialmente Descremada UAT MANFREY Larga Vida 1 L,399,199.49,199.49,3296,https://www.hiperlibertad.com.ar/leche-parcialmente-descremada-uat-manfrey-larga-vida-1-l/p,Leche Parcialmente Descremada UAT MANFREY Larga Vida 1 L
5747,Sifon de Soda Saldan 2 lt,402,237.0,237.0,992,https://www.hiperlibertad.com.ar/sifon-de-soda-saldan-2-lt/p,Sifon de Soda Saldan 2 lt
10313,MANZANA ROJA FRACCIONADA X 1KG,556,499.0,499.0,558,https://www.hiperlibertad.com.ar/manzana-roja-fraccionada-x-1kg/p,MANZANA ROJA FRACCIONADA X 1KG
7430,Galletitas Mediatarde 321 Gr,342,123.07,123.07,95,https://www.hiperlibertad.com.ar/galletitas-mediatarde-321-gr/p,Galletitas Mediatarde 321 Gr
1204,"Gaseosa Coca-Cola Sin Azúcar 1,5 Lt",22,298.99,298.99,156,https://www.hiperlibertad.com.ar/gaseosa-coca-cola-sin-az-car-1-5-lt/p,"Nada supera el sabor de una Coca-Cola. Diseñado para acompañar cada momento, el sabor de la Coca-Cola es un clásico que perdura desde hace más de 130 años. Tan rica, que es muy difícil diferenciarla de la original."
7428,Rollo de Cocina Campanita Classic 3 unid. x 50 paños,517,361.99,361.99,5248,https://www.hiperlibertad.com.ar/rollo-de-cocina-campanita-classic-3-unid-x-50-pa-os/p,Rollo de Cocina Campanita Classic 3 unid. x 50 paños
53,GALLETAS BAGLEY OPERA AGRUP. 4 X 55GR,341,249.0,249.0,474,https://www.hiperlibertad.com.ar/galletas-bagley-opera-agrup-4-x-55gr/p,GALLETAS BAGLEY OPERA AGRUP. 4 X 55GR
3145,Galletitas crackers Criollitas original 3 x 100 Gr,342,224.99,224.99,102,https://www.hiperlibertad.com.ar/galletitas-crackers-criollitas-original-3-x-100-gr/p,Galletitas crackers Criollitas original 3 x 100 Gr
36512,Rapiditas Bimbo Clasicas X 275 gr,363,401.0,401.0,468,https://www.hiperlibertad.com.ar/rapiditas-bimbo-clasicas-x-275-gr/p,Rapiditas Bimbo Clasicas X 275 gr
36086,CHOCLO AMARILLO TARRAGONA EN GRANOS X 340 Gr,332,209.99,209.99,1331,https://www.hiperlibertad.com.ar/choclo-amarillo-tarragona-en-granos-x-340-gr/p,CHOCLO AMARILLO TARRAGONA EN GRANOS X 340 Gr
37252,GALLETAS SURTIDO BAGLEY X 390 Gr,341,416.03,416.03,1649,https://www.hiperlibertad.com.ar/galletas-surtido-bagley-x-390-gr/p,GALLETAS SURTIDO BAGLEY X 390 Gr
37185,LOMO DE ATUN EN ACEITE LA CAMPAGNOLA X 170 Gr,334,569.0,569.0,2665,https://www.hiperlibertad.com.ar/lomo-de-atun-en-aceite-la-campagnola-x-170-gr/p,LOMO DE ATUN EN ACEITE LA CAMPAGNOLA X 170 Gr
33774,DETERGENTE LAVAVAJILLAS MAGISTRAL LIMON CREMOSO X 500 Ml,503,519.19,519.19,9,https://www.hiperlibertad.com.ar/detergente-lavavajillas-magistral-limon-cremoso-x-500-ml/p,"Probá el detergente líquido Magistral Limón Cremoso. Solo unas gotas rinden X5* (*Vs. otro detergente). Por su inigualable poder antigrasa, elimina la grasa difícil en platos y más. No querrás tener otra opción en tu cocina; además, por su delicioso aroma a limón cremoso, porque hace más espuma, por su fórmula súper espesa y, lo mejor, porque es suave en tus manos. - x5 Poder Antigrasa. - Más concentración, rinde mucho más. - Suave en tus manos. - Desengrasa platos y más (superficies de cocida, microondas, hornillas, nevera, llantas...). - Fórmula súper espesa. - Aroma a Limón. - Más espuma. - Para platos y sartenes aplique 2ml directamente en la esponja. Para hornallas, superficies de cocina,hornos, microondas aplique solo unas gotas de magistral directamente en la esponja. - Mantenga fuera del alcance de los niños y animales domésticos. mantenga el producto en un lugar fresco y seco. atención! no mezclar con lavandina. es peligroso para la salud. en caso de contacto con los ojos, lave inmediatamente con abundante agua, enjuague y seque las manos después de usar este producto, en caso de presentarse irritación use guantes y consulte a un médico, en caso de ingestión accidental beba abundante agua, en caso de ingestión no provoque el vómito y consulte inmediatamente al centro de intoxicaciones o al médico llevando el envase o rótulo del producto."
36824,GALLETAS MEDIATARDE CLASICAS 3 X 105 Gr,342,257.22,257.22,1024,https://www.hiperlibertad.com.ar/galletas-mediatarde-clasicas-3-x-105-gr/p,GALLETAS MEDIATARDE CLASICAS 3 X 105 Gr
30332,GALLETAS TERRABUSI VARIEDAD MIX X 390 Gr,341,250.0,250.0,210,https://www.hiperlibertad.com.ar/galletas-terrabusi-variedad-mix-x-390-gr/p,GALLETAS TERRABUSI VARIEDAD MIX X 390 Gr
28003,GALLETAS TERRABUSI ANILLOS X 300 Gr,341,334.99,334.99,149,https://www.hiperlibertad.com.ar/galletas-terrabusi-anillos-x-300-gr/p,GALLETAS TERRABUSI ANILLOS X 300 Gr
28692,PAPEL HIGIENICO HIGIENOL MAX SIMPLE HOJA 4 X 80 Mts,516,794.99,794.99,630,https://www.hiperlibertad.com.ar/papel-higienico-higienol-max-simple-hoja-4-x-80-mts/p,PAPEL HIGIENICO HIGIENOL MAX SIMPLE HOJA 4 X 80 Mts
30006,CREMA DENTAL COLGATE ANTICARIES X 180 Gr,425,369.0,369.0,77,https://www.hiperlibertad.com.ar/crema-dental-colgate-anticaries-x-180-gr/p,CREMA DENTAL COLGATE ANTICARIES X 180 Gr
24198,COMBO FERNET BRANCA X 750 ML + COCA COLA SIN AZÚCARES X 2.5 LTS,22,2010.0,2010.0,1722,https://www.hiperlibertad.com.ar/combo-fernet-branca-x750ml-cocacola-sin-azucares-x2-5lts/p,COMBO FERNET BRANCA X 750 ML + COCA COLA SIN AZÚCARES X 2.5 LTS
24629,CAFE NESCAFE DOLCA CLASICO MAS AROMA X 170 Gr,339,659.0,659.0,4,https://www.hiperlibertad.com.ar/cafe-nescafe-dolca-clasico-aroma-x-170-gr/p,CAFE NESCAFE DOLCA CLASICO MAS AROMA X 170 Gr
24628,CAFE NESCAFE DOLCA SUAVE MAS AROMA X 170 Gr,339,659.0,659.0,48,https://www.hiperlibertad.com.ar/cafe-nescafe-dolca-suave-aroma-x-170-gr-2/p,CAFE NESCAFE DOLCA SUAVE MAS AROMA X 170 Gr
26238,SV SUSSEX FAMILIARES X140 U,518,485.3,485.3,2375,https://www.hiperlibertad.com.ar/sv-sussex-familiares-x140-u/p,SV SUSSEX FAMILIARES X140 U
24867,CERVEZA STELLA ARTOIS SIXPACK 473 CC,16,1719.19,2455.99,2,https://www.hiperlibertad.com.ar/cerveza-stella-artois-sixpack-473cc/p,CERVEZA STELLA ARTOIS SIXPACK 473 CC
24568,CALDO MAGGI DE VERDURAS X 114 Gr,327,217.99,217.99,294,https://www.hiperlibertad.com.ar/caldo-maggi-de-verduras-x-114-gr/p,CALDO MAGGI DE VERDURAS X 114 Gr
23468,QUESO TYBO PROCESADO SPALEN X 250 Gr,577,232.9,232.9,39,https://www.hiperlibertad.com.ar/queso-tybo-procesado-spalen-x-250-gr/p,QUESO TYBO PROCESADO SPALEN X 250 Gr
23455,QUESO P.SALUT L.PAUL.FLIAR X480GR,576,575.9,575.9,2,https://www.hiperlibertad.com.ar/queso-p-salut-l-paul-fliar-x480gr/p,QUESO P.SALUT L.PAUL.FLIAR X480GR
23448,QUESO CREMOSO TREGARX500GR,576,535.9,535.9,275,https://www.hiperlibertad.com.ar/queso-cremoso-tregarx500gr/p,QUESO CREMOSO TREGARX500GR
23433,JAMON COCIDO.NATURAL LABRATTO X200GR,580,364.0,364.0,317,https://www.hiperlibertad.com.ar/jamon-cocido-natural-labratto-x200gr/p,JAMON COCIDO.NATURAL LABRATTO X200GR
23429,FIAMBRE COC LARIO X200GR,580,271.9,271.9,700,https://www.hiperlibertad.com.ar/fiambre-coc-lario-x200gr/p,FIAMBRE COC LARIO X200GR
24854,RC SUSSEX FAMILIAR 200P X1U..-,517,436.52,436.52,5757,https://www.hiperlibertad.com.ar/rc-sussex-familiar-200p-x1u-2/p,RC SUSSEX FAMILIAR 200P X1U..-
24833,OREGANO ALICANTE X 25 SIN TACC,383,253.99,253.99,242,https://www.hiperlibertad.com.ar/oregano-alicante-x-25-sin-tacc/p,OREGANO ALICANTE X 25 SIN TACC
22665,LECHE LS PD ZERO LCT PET 1L,399,382.99,382.99,1155,https://www.hiperlibertad.com.ar/leche-ls-pd-zero-lct-pet-1l/p,LECHE LS PD ZERO LCT PET 1L
28306,MADALENA MARCOLLA RELLENAS CON DULCE DE LECHE X 200 Gr,338,286.99,286.99,5,https://www.hiperlibertad.com.ar/madalena-marcolla-rellenas-con-dulce-de-leche-x-200-gr/p,MADALENA MARCOLLA RELLENAS CON DULCE DE LECHE X 200 Gr
17360,SANDÍA x 1 kg,560,179.0,179.0,493,https://www.hiperlibertad.com.ar/sandia-x-1-kg/p,SANDÍA x 1 kg
17574,BONDIOLA DE CERDO x 500 g,589,659.0,659.0,87,https://www.hiperlibertad.com.ar/bondiola-de-cerdo-x-500-g/p,BONDIOLA DE CERDO x 500 g
17397,QUESO CREMOSO SUPERCREM X 500 G,576,617.9,617.9,34,https://www.hiperlibertad.com.ar/queso-cremoso-supercrem-x-500-g/p,QUESO CREMOSO SUPERCREM X 500 G
18018,LAVANDINA AYUDIN TRIPLE PODER P.GL X1,496,183.0,183.0,347,https://www.hiperlibertad.com.ar/lavandina-ayudin-triple-poder-p-gl-x1/p,LAVANDINA AYUDIN TRIPLE PODER P.GL X1
18932,GALLETAS MANA LIM/LIM 36X152G,341,163.99,163.99,222,https://www.hiperlibertad.com.ar/mana-lim-lim-36x152g/p,GALLETAS MANA LIM/LIM 36X152G
18109,GALLETAS MACUCAS 110G,341,117.66,117.66,233,https://www.hiperlibertad.com.ar/galletas-macucas-110g/p,GALLETAS MACUCAS 110G
18108,GALLETITAS SONRISAS FRAMBUESA 36X108G,341,132.73,132.73,2501,https://www.hiperlibertad.com.ar/galletitas-sonrisas-frambuesa-36x108g/p,GALLETITAS SONRISAS FRAMBUESA 36X108G
18484,GALLETAS HOGAREÑAS SALVADO X200G,342,124.99,124.99,135,https://www.hiperlibertad.com.ar/gallet-hogar-salvado-x200g/p,GALLETAS HOGAREÑAS SALVADO X200G
12681,CHOCLO AMARILLO CREMOSO IDOLO X 350 GR,332,99.99,99.99,334,https://www.hiperlibertad.com.ar/choclo-amarillo-cremoso-idolo-x-350-gr/p,CHOCLO AMARILLO CREMOSO IDOLO X 350 GR
17925,KETCHUP DANICA X 220GR,321,176.99,176.99,437,https://www.hiperlibertad.com.ar/ketchup-danica-x-220gr/p,KETCHUP DANICA X 220GR
18017,ATUN DESMENUZADONATURAL.LC.24X170,334,392.99,392.99,1384,https://www.hiperlibertad.com.ar/atun-desmenuzadonatural-lc-24x170/p,ATUN DESMENUZADONATURAL.LC.24X170
10299,LIMON X 500G,556,199.5,199.5,327,https://www.hiperlibertad.com.ar/limon-x-500g/p,LIMON X 500G
10260,NARANJA P/JUGO X 1KG,556,499.0,499.0,715,https://www.hiperlibertad.com.ar/naranja-p-jugo-x-1kg/p,NARANJA P/JUGO X 1KG
10254,PIMIENTO ROJO X 500G,560,239.5,239.5,26,https://www.hiperlibertad.com.ar/pimiento-rojo-x-500g/p,PIMIENTO ROJO X 500G
10289,TOMATE REDONDO X 500G,560,249.5,249.5,541,https://www.hiperlibertad.com.ar/tomate-redondo-x-500g/p,TOMATE REDONDO X 500G
10320,ZAPALLITO TRONCO X 500G,560,124.5,124.5,3,https://www.hiperlibertad.com.ar/zapallito-tronco-x-500g/p,ZAPALLITO TRONCO X 500G
16055,YERBA MAÑANITA 4 FLEX 500 GRS,346,489.0,489.0,840,https://www.hiperlibertad.com.ar/yerba-mananita-4-flex-500-grs/p,YERBA MAÑANITA 4 FLEX 500 GRS
10005,CALABACIN (ANQUITO) X 700G,560,139.0,139.0,551,https://www.hiperlibertad.com.ar/calabacin-anquito-fraccionado-x-700gr-1-2-calabacin/p,Calabacin Anquito Fraccionado x 700Gr (1/2 calabacín)
10012,PALTA HASS X UN,556,299.0,299.0,742,https://www.hiperlibertad.com.ar/palta-hass-x-1-un/p,Palta Hass x 1 un
23242,HUEVOS GALLINA BLANCO  X 12u,565,467.99,467.99,49,https://www.hiperlibertad.com.ar/huevos-gallina-blanco-x-12u/p,HUEVOS GALLINA BLANCO  X 12u
10352,Aceite Lira de Girasol 900 cc,308,459.99,459.99,610,https://www.hiperlibertad.com.ar/aceite-lira-de-girasol-900-cc/p,Aceite Lira de Girasol 900 cc
10351,"Aceite Lira de Girasol 1,5 L",308,749.99,749.99,225,https://www.hiperlibertad.com.ar/aceite-lira-de-girasol-1-5-l/p,"Aceite Lira de Girasol 1,5 L"
20583,QUESO MANFREY BLANCO GOURMET LIGHT 290G,584,239.41,239.41,173,https://www.hiperlibertad.com.ar/queso-manfrey-blanco-gourmet-light-290g/p,QUESO MANFREY BLANCO GOURMET LIGHT 290G
4550,Turron Arcor con mani 25 Gr,351,75.0,75.0,1185,https://www.hiperlibertad.com.ar/turron-arcor-con-mani-25-gr/p,Turron Arcor con mani 25 Gr
9717,Papa fraccionada x 1 Kg,561,199.0,199.0,46,https://www.hiperlibertad.com.ar/papa-fraccionada-x-1-kg/p,Papa fraccionada x 1 Kg
6287,"Gaseosa Pepsi Cola 1,5 lt",22,219.99,219.99,231,https://www.hiperlibertad.com.ar/gaseosa-pepsi-cola-1-5-lt/p,"Gaseosa Pepsi Cola 1,5 lt"
1396,Cerveza Andes Origen IPA 473ml x6,19,1915.99,1915.99,467,https://www.hiperlibertad.com.ar/cerveza-andes-origen-ipa-473ml-x6/p,Andes Origen IPA es una cerveza rubia de amargor moderado con un aroma intenso a lúpulo.
1089,Cerveza Andes Origen Roja 473ml x6,17,2023.99,2023.99,342,https://www.hiperlibertad.com.ar/cerveza-andes-origen-roja-473ml-x6/p,"Andes Origen Roja es una cerveza de receta mendocina. Se recomienda servir en copa. Está hecha con pura malta tostada a fuego lento, que ofrece colores y texturas bien distintivas. Probalas, hay una rubia, una roja y una negra."
6213,"Gaseosa Lima Limon Light Seven Up 1,5 lt",23,223.0,223.0,191,https://www.hiperlibertad.com.ar/gaseosa-lima-limon-light-seven-up-1-5-lt/p,"Gaseosa Lima Limon Light Seven Up 1,5 lt"
1115,Cerveza Andes Origen Rubia 473Cc x6,16,1872.99,1872.99,360,https://www.hiperlibertad.com.ar/cerveza-andes-origen-rubia-473cc-x6/p,"Andes Origen Rubia es una cerveza de receta mendocina. Se recomienda servir en copa. Está hecha con pura malta tostada a fuego lento, que ofrece colores y texturas bien distintivas. Probalas, hay una rubia, una roja y una negra."
8703,TOMATE TRIT CFAX900CC,335,284.99,284.99,56,https://www.hiperlibertad.com.ar/tomate-triturado-cfa-botella-x-950-gr/p,Tomate Triturado CFA Botella x 950 Gr
2374,"Gaseosa Pepsi Cola Black  1,5 Lt",22,270.0,270.0,187,https://www.hiperlibertad.com.ar/gaseosa-pepsi-cola-black-1-5-lt/p,"Gaseosa Cola Black Pepsi 1,5 Lt"
3500,Arroz parboil Gallo Oro 1 Kg,519,285.18,285.18,388,https://www.hiperlibertad.com.ar/arroz-parboil-gallo-oro-1-kg/p,Arroz parboil Gallo Oro 1 Kg
3514,"Gaseosa Coca-Cola Sin Azúcar 2,5 Lt",22,477.0,477.0,1324,https://www.hiperlibertad.com.ar/gaseosa-coca-cola-sin-az-car-2-5-lt/p,"Nada supera el sabor de una Coca-Cola. Diseñado para acompañar cada momento, el sabor de la Coca-Cola es un clásico que perdura desde hace más de 130 años. Tan rica, que es muy difícil diferenciarla de la original."
13118,Jamon Cocido Lario Feteado X150 gr,580,397.6,497.0,131,https://www.hiperlibertad.com.ar/jamon-cocido-lario-feteado-x150-gr/p,Jamon Cocido Lario Feteado X150 gr
20159,YOGUR BEBIBLE MANFREY FRUT. BOSQ. X 1KG,534,260.05,260.05,78,https://www.hiperlibertad.com.ar/yogur-bebible-manfrey-frut-bosq-x-1kg/p,YOGUR BEBIBLE MANFREY FRUT. BOSQ. X 1KG
6736,Bolsa Residuos Rollo Bio 45x60 Task 20 unid.,460,369.0,369.0,32,https://www.hiperlibertad.com.ar/bolsa-residuos-rollo-bio-45x60-task-20-unid/p,Bolsa Residuos Rollo Bio 45x60 Task 20 unid.
1901,GALL MINI PAMELA MANT 180 GR,341,168.0,168.0,6,https://www.hiperlibertad.com.ar/galletitas-de-manteca-pamela-mini-180-gr/p,Galletitas de manteca Pamela mini 180 Gr
1333,Fideos Tallarin Matarazzo 500 Gr,374,164.99,164.99,881,https://www.hiperlibertad.com.ar/fideos-tallarin-matarazzo-500-gr/p,Fideos Tallarin Matarazzo 500gr
2701,Fideos tirabuzones Matarazzo 500 Gr,375,164.99,164.99,591,https://www.hiperlibertad.com.ar/fideos-tirabuzones-matarazzo-500-gr/p,Fideos tirabuzones Matarazzo 500 Gr
2253,Arroz parboil Gallo Oro 500 Gr,519,138.0,138.0,74,https://www.hiperlibertad.com.ar/arroz-parboil-gallo-oro-500-gr/p,Arroz parboil Gallo Oro 500 Gr
3228,Fideos penne rigate Matarazzo 500 Gr,375,164.99,164.99,234,https://www.hiperlibertad.com.ar/fideos-penne-rigate-matarazzo-500-gr/p,Fideos penne rigate Matarazzo 500 Gr
2699,Fideos mostacholes Lucchetti 500 Gr,375,222.99,222.99,20,https://www.hiperlibertad.com.ar/fideos-mostacholes-lucchetti-500-gr/p,Fideos mostacholes Lucchetti 500 Gr
2251,Fideos tirabuzones Lucchetti 500 Gr,375,213.99,213.99,465,https://www.hiperlibertad.com.ar/fideos-tirabuzones-lucchetti-500-gr/p,Fideos tirabuzones Lucchetti 500 Gr
13218,Milanesa de soja casera Granja del sol Cong 4 un,627,309.99,309.99,48,https://www.hiperlibertad.com.ar/milanesa-de-soja-casera-granja-del-sol-cong-4-un/p,Milanesa de soja casera Granja del sol Cong 4 un
1844,Pan Rallado Preferido con harina 500 Gr,366,225.77,225.77,123,https://www.hiperlibertad.com.ar/pan-rallado-preferido-con-harina-500-gr/p,Pan Rallado Preferido con harina 500 Gr
3821,Fideos tirabuzones Matarazzo 3 vegetales 500 Gr,375,296.99,296.99,2,https://www.hiperlibertad.com.ar/fideos-tirabuzones-matarazzo-3-vegetales-500-gr/p,Fideos tirabuzones Matarazzo 3 vegetales 500 Gr
9702,Zanahoria en bolsa x 1 Kg,560,299.0,299.0,85,https://www.hiperlibertad.com.ar/zanahoria-en-bolsa-x-1-kg/p,Zanahoria en bolsa x 1 Kg
5677,Leche Entera C/Calcio LA LACTEO Larga Vida 1 L,399,192.0,192.0,12828,https://www.hiperlibertad.com.ar/leche-entera-c-calcio-la-lacteo-larga-vida-1-l/p,Leche Entera C/Calcio LA LACTEO Larga Vida 1 L
9827,Queso Crema Tradicional La Paulina 290Gr,584,297.0,297.0,55,https://www.hiperlibertad.com.ar/queso-crema-tradicional-la-paulina-290gr/p,Queso Crema Tradicional La Paulina 290Gr
5623,"Agua Saborizada Pomelo Levite 2,25 lt",404,383.0,383.0,288,https://www.hiperlibertad.com.ar/agua-saborizada-pomelo-levite-2-25-lt/p,"Agua Saborizada Pomelo Levite 2,25 lt"
26704,PAN DE VIENA X 6 U,571,149.0,149.0,482,https://www.hiperlibertad.com.ar/pan-de-viena-x-6-u/p,PAN DE VIENA X 6 U
4204,Dulce de Leche Clasico Manfrey 400 Gr,396,250.0,250.0,2112,https://www.hiperlibertad.com.ar/dulce-de-leche-clasico-manfrey-400-gr/p,Dulce de Leche Clasico Manfrey 400 Gr
