sku,producto,categoria,precio,precio_lista,stock,url,descripcion
5930,Azucar Azucel 1 Kilo,337,232.99,232.99,9846,https://www.hiperlibertad.com.ar/azucar-azucel-1-kilo/p,Azucar Azucel 1 Kilo
31074,GALLETAS OREO ORIGINAL VEGGIE X 118 Gr,341,225.0,225.0,137,https://www.hiperlibertad.com.ar/galletas-oreo-original-veggie-x-118-gr/p,GALLETAS OREO ORIGINAL VEGGIE X 118 Gr
4019,HARINA CANUELAS 000 X1KG,357,166.99,166.99,1600,https://www.hiperlibertad.com.ar/harina-000-ca-uelas-1kg/p,HARINA CANUELAS 000 X1KG
27614,PH.HIGIENOL.PETALOS DHX4UX30M,516,488.0,488.0,7332,https://www.hiperlibertad.com.ar/ph-higienol-petalos-dhx4ux30m/p,PH.HIGIENOL.PETALOS DHX4UX30M
10350,Aceite Pureza Girasol 900 cc,308,665.99,665.99,375,https://www.hiperlibertad.com.ar/aceite-pureza-girasol-900-cc/p,Aceite Pureza Girasol 900 cc
8250,Leche Parcialmente Descremada UAT MANFREY Larga Vida 1 L,399,199.49,199.49,2639,https://www.hiperlibertad.com.ar/leche-parcialmente-descremada-uat-manfrey-larga-vida-1-l/p,Leche Parcialmente Descremada UAT MANFREY Larga Vida 1 L
3184,Pure De Tomate Marolio 520 Gr,335,130.0,130.0,599,https://www.hiperlibertad.com.ar/pure-de-tomate-marolio-520-gr/p,Pure De Tomate Marolio 520 Gr
6878,Leche Descremada C/Calcio LA LACTEO Larga Vida 1 L,399,192.0,192.0,6452,https://www.hiperlibertad.com.ar/leche-descremada-c-calcio-la-lacteo-larga-vida-1-l/p,Leche Descremada C/Calcio LA LACTEO Larga Vida 1 L
12864,Cerveza Heineken Lata 473 Ml,16,376.0,376.0,21134,https://www.hiperlibertad.com.ar/cerveza-heineken-lata-473-ml/p,Cerveza Heineken Lata 473 Ml
37193,"JUGO EN POLVO CLIGHT NARANJA DULCE X 7,5 Gr",31,70.99,70.99,552,https://www.hiperlibertad.com.ar/jugo-en-polvo-clight-naranja-dulce-x-7-5-gr/p,"JUGO EN POLVO CLIGHT NARANJA DULCE X 7,5 Gr"
